onset	duration	trial_type	choice_RT	partner_RT	points	trialn
		partner-non_social_choice-choice_pentagon_catch	0.0			1
0.0	1.5	partner-non_social_feedback-informative_catch			31.0	2
4.049285599614905	1.7712357256141331	partner-non_social_feedback-partner_catch		1.7712357256141331		3
10.049735036830953	1.5	partner-non_social_feedback-affective_catch				4
27.29907651440044	0.3959724720621125	partner-social_choice-choice_pentagon	0.3959724720621125			5
34.297083850942265	1.5	partner-social_feedback-informative			33.0	6
40.78155961662196	0.9922026848480529	partner-social_feedback-partner		0.9922026848480529		7
46.79851316368331	1.5	partner-social_feedback-affective				8
52.29834366478235	0.3803240848246787	partner-social_choice-choice_pentagon	0.3803240848246787			9
56.284625773121654	1.5	partner-social_feedback-informative			51.0	10
0.0	0.0	partner-social_feedback-partner		0.0		11
0.0	1.5	partner-social_feedback-affective				12
70.047812952203	0.8323237147433247	partner-social_choice-choice_pentagon	0.8323237147433247			13
75.03060780806662	1.5	partner-social_feedback-informative			48.0	14
78.53053887485656	1.184490137431112	partner-social_feedback-partner		1.184490137431112		15
84.5309224872567	1.5	partner-social_feedback-affective				16
88.547307015353	0.442472219184765	partner-non_social_choice-choice_pentagon	0.442472219184765			17
93.53008541501276	1.5	partner-non_social_feedback-informative			45.0	18
100.02994882851955	1.0665583970339867	partner-non_social_feedback-partner		1.0665583970339867		19
105.03027392997228	1.5	partner-non_social_feedback-affective				20
109.04675170989141	0.3806137140154533	partner-non_social_choice-choice_pentagon	0.3806137140154533			21
113.02970052268574	1.5	partner-non_social_feedback-informative			45.0	22
0.0	0.0	partner-non_social_feedback-partner		0.0		23
0.0	1.5	partner-non_social_feedback-affective				24
127.7963614235864	0.5165777970701129	partner-non_social_choice-choice_pentagon	0.5165777970701129			25
132.77925172543337	1.5	partner-non_social_feedback-informative			36.0	26
136.27881307617326	0.7919102032487899	partner-non_social_feedback-partner		0.7919102032487899		27
142.29605296118459	1.5	partner-non_social_feedback-affective				28
146.2957194487831	0.2687173778608667	partner-non_social_choice-choice_pentagon	0.2687173778608667			29
153.2786196243528	1.5	partner-non_social_feedback-informative			49.0	30
156.77833566341	1.126939500777098	partner-non_social_feedback-partner		1.126939500777098		31
161.795891873232	1.5	partner-non_social_feedback-affective				32
		partner-non_social_choice-choice_pentagon_catch	0.0			33
0.0	1.5	partner-non_social_feedback-informative_catch			49.0	34
165.77813782326848	1.1569420862297193	partner-non_social_feedback-partner_catch		1.1569420862297193		35
171.79579569586167	1.5	partner-non_social_feedback-affective_catch				36
184.7946130433338	0.5380915411092246	partner-social_choice-choice_pentagon	0.5380915411092246			37
188.77750005393997	1.5	partner-social_feedback-informative			46.0	38
192.27738284919812	1.13209650942008	partner-social_feedback-partner		1.13209650942008		39
198.29427825100535	1.5	partner-social_feedback-affective				40
202.29408004517063	0.3622335969125743	partner-social_choice-choice_pentagon	0.3622335969125743			41
206.2774845119693	1.5	partner-social_feedback-informative			47.0	42
209.7767569649059	2.404311744865936	partner-social_feedback-partner		2.404311744865936		43
214.79369003313562	1.5	partner-social_feedback-affective				44
220.29363755612943	0.4742930323336623	partner-non_social_choice-choice_pentagon	0.4742930323336623			45
224.2929957641732	1.5	partner-non_social_feedback-informative			47.0	46
227.79297766234868	0.9307844745590046	partner-non_social_feedback-partner		0.9307844745590046		47
232.79323291635774	1.5	partner-non_social_feedback-affective				48
238.30967723532834	0.2768013966560829	partner-non_social_choice-choice_pentagon	0.2768013966560829			49
242.29263775031268	1.5	partner-non_social_feedback-informative			43.0	50
245.79235854338455	1.0340215561645891	partner-non_social_feedback-partner		1.0340215561645891		51
250.79285808060013	1.5	partner-non_social_feedback-affective				52
255.5590944114365	0.19513803281006406	partner-social_choice-choice_pentagon	0.19513803281006406			53
262.5420618745957	1.5	partner-social_feedback-informative			30.0	54
269.0419274822634	1.2949335736184366	partner-social_feedback-partner		1.2949335736184366		55
275.04213739028734	1.5	partner-social_feedback-affective				56
279.0586272380897	1.1919850241229142	partner-social_choice-choice_pentagon	1.1919850241229142			57
286.04165577205004	1.5	partner-social_feedback-informative			42.0	58
290.54131951694853	1.0091054005242768	partner-social_feedback-partner		1.0091054005242768		59
295.5416007351905	1.5	partner-social_feedback-affective				60
300.3079226382879	0.5842833743699885	partner-non_social_choice-choice_pentagon	0.5842833743699885			61
307.29082244816436	1.5	partner-non_social_feedback-informative			32.0	62
311.7905549434254	0.8304553870484597	partner-non_social_feedback-partner		0.8304553870484597		63
316.79094001859903	1.5	partner-non_social_feedback-affective				64
320.80754030581465	0.2632155203218645	partner-non_social_choice-choice_pentagon	0.2632155203218645			65
325.7902846959869	1.5	partner-non_social_feedback-informative			46.0	66
329.28997659927785	1.229537715974402	partner-non_social_feedback-partner		1.229537715974402		67
334.2903444868607	1.5	partner-non_social_feedback-affective				68
339.05678341185376	0.3846418270632057	partner-social_choice-choice_pentagon	0.3846418270632057			69
343.03976842829707	1.5	partner-social_feedback-informative			33.0	70
349.53953712720795	0.9616844716701962	partner-social_feedback-partner		0.9616844716701962		71
354.53991306004633	1.5	partner-social_feedback-affective				72
360.0562732695298	0.1706640005177178	partner-social_choice-choice_pentagon	0.1706640005177178			73
365.03908970130584	1.5	partner-social_feedback-informative			48.0	74
